idx	label	predict	radius	correct	time
1545	1	9	0.0251	0	0:00:00.155922
1546	4	4	0.0251	1	0:00:00.145921
1547	2	0	0.0251	0	0:00:00.137965
1548	5	5	0.0251	1	0:00:00.144209
1549	1	9	0.0251	0	0:00:00.144796
1550	6	6	0.0251	1	0:00:00.145861
1551	4	4	0.0251	1	0:00:00.141710
1552	3	3	0.0251	1	0:00:00.145150
1553	4	4	0.0251	1	0:00:00.165560
1554	4	4	0.0251	1	0:00:00.144574
1555	0	0	0.0251	1	0:00:00.148192
1556	8	8	0.0251	1	0:00:00.138059
1557	8	8	0.0251	1	0:00:00.141482
1558	4	4	0.0251	1	0:00:00.138855
1559	5	5	0.0251	1	0:00:00.141542
1560	7	7	0.0251	1	0:00:00.140470
1561	5	5	0.0251	1	0:00:00.135534
1562	6	6	0.0251	1	0:00:00.152190
1563	9	9	0.0251	1	0:00:00.161922
1564	1	1	0.0251	1	0:00:00.161813
1565	6	6	0.0251	1	0:00:00.138775
1566	7	7	0.0251	1	0:00:00.147040
1567	2	6	0.0251	0	0:00:00.138431
1568	0	0	0.0251	1	0:00:00.135029
1569	1	1	0.0251	1	0:00:00.149511
1570	4	4	0.0251	1	0:00:00.141947
1571	5	7	0.0251	0	0:00:00.148438
1572	6	3	0.0251	0	0:00:00.140846
1573	0	9	0.0251	0	0:00:00.149720
1574	0	0	0.0251	1	0:00:00.156465
1575	2	2	0.0251	1	0:00:00.140192
1576	7	4	0.0251	0	0:00:00.138687
1577	5	3	0.0159	0	0:00:00.136440
1578	6	6	0.0251	1	0:00:00.138441
1579	0	0	0.0251	1	0:00:00.140947
1580	6	5	0.0251	0	0:00:00.138811
1581	2	2	0.0208	1	0:00:00.137654
1582	9	9	0.0251	1	0:00:00.134179
1583	1	1	0.0251	1	0:00:00.136559
1584	7	3	0.0251	0	0:00:00.134571
1585	7	7	0.0251	1	0:00:00.136084
1586	5	5	0.0251	1	0:00:00.177560
1587	2	2	0.0251	1	0:00:00.136736
1588	5	5	0.0251	1	0:00:00.138673
1589	6	6	0.0251	1	0:00:00.152398
1590	4	4	0.0251	1	0:00:00.141083
1591	1	1	0.0251	1	0:00:00.137430
1592	4	4	0.0251	1	0:00:00.136970
1593	3	3	0.0251	1	0:00:00.141868
1594	3	6	0.0251	0	0:00:00.140242
1595	3	5	0.0251	0	0:00:00.143744
1596	0	0	0.0251	1	0:00:00.140979
1597	3	3	0.0251	1	0:00:00.152797
1598	5	5	0.0251	1	0:00:00.146939
1599	5	5	0.0251	1	0:00:00.148564
1600	8	9	0.0226	0	0:00:00.198684
1601	9	9	0.0251	1	0:00:00.156027
1602	7	7	0.0251	1	0:00:00.141684
1603	3	3	0.0251	1	0:00:00.148961
1604	1	1	0.0251	1	0:00:00.144796
1605	3	2	0.0251	0	0:00:00.148386
1606	3	4	0.00713	0	0:00:00.168689
1607	3	4	0.0251	0	0:00:00.138331
1608	4	4	0.0251	1	0:00:00.142843
1609	4	7	0.0251	0	0:00:00.153879
1610	2	4	0.0251	0	0:00:00.151906
1611	3	3	0.0251	1	0:00:00.148449
1612	3	6	0.0251	0	0:00:00.153886
1613	8	8	0.0251	1	0:00:00.150948
1614	1	1	0.0251	1	0:00:00.148098
1615	7	7	0.0251	1	0:00:00.136163
1616	7	7	0.0251	1	0:00:00.142057
1617	0	0	0.0251	1	0:00:00.148616
1618	7	3	0.0251	0	0:00:00.137855
1619	4	4	0.0251	1	0:00:00.138211
1620	5	8	0.0251	0	0:00:00.140646
1621	1	1	0.0251	1	0:00:00.144659
1622	4	4	0.0251	1	0:00:00.165684
1623	2	2	0.0251	1	0:00:00.142730
1624	4	5	0.000954	0	0:00:00.138042
1625	3	3	0.0251	1	0:00:00.143832
1626	9	9	0.0251	1	0:00:00.180413
1627	9	9	0.0251	1	0:00:00.140376
1628	4	7	0.0251	0	0:00:00.140656
1629	9	9	0.0251	1	0:00:00.147565
1630	9	1	0.0251	0	0:00:00.145757
1631	1	1	0.0251	1	0:00:00.140603
1632	8	8	0.0251	1	0:00:00.141873
1633	1	1	0.0251	1	0:00:00.153132
1634	6	6	0.0251	1	0:00:00.157156
1635	7	7	0.0251	1	0:00:00.155958
1636	5	5	0.0251	1	0:00:00.151536
1637	5	5	0.0251	1	0:00:00.166275
1638	4	4	0.0251	1	0:00:00.169904
1639	9	9	0.0251	1	0:00:00.174030
1640	7	7	0.0251	1	0:00:00.143119
1641	6	6	0.0251	1	0:00:00.150060
1642	5	5	0.0251	1	0:00:00.145609
1643	9	9	0.0251	1	0:00:00.144895
1644	2	6	0.0251	0	0:00:00.146158
1645	4	4	0.0251	1	0:00:00.137920
1646	0	0	0.0251	1	0:00:00.140888
1647	7	7	0.0251	1	0:00:00.148613
1648	8	8	0.0251	1	0:00:00.142453
1649	5	6	0.0251	0	0:00:00.141962
1650	5	5	0.0251	1	0:00:00.146477
1651	0	0	0.0251	1	0:00:00.143207
1652	0	0	0.0251	1	0:00:00.142999
1653	9	9	0.0251	1	0:00:00.146705
1654	9	9	0.0251	1	0:00:00.151489
1655	8	8	0.0251	1	0:00:00.180076
1656	2	0	0.0251	0	0:00:00.144241
1657	5	5	0.0251	1	0:00:00.145508
1658	4	4	0.0251	1	0:00:00.140418
1659	8	8	0.0251	1	0:00:00.140883
1660	3	3	0.0251	1	0:00:00.135949
1661	6	6	0.0251	1	0:00:00.140404
1662	3	3	0.0251	1	0:00:00.175641
1663	6	6	0.0251	1	0:00:00.138808
1664	0	0	0.0251	1	0:00:00.142949
1665	6	6	0.0251	1	0:00:00.139829
1666	6	6	0.0251	1	0:00:00.141234
1667	6	6	0.0251	1	0:00:00.143833
1668	9	9	0.0251	1	0:00:00.147081
1669	6	6	0.0251	1	0:00:00.139800
1670	6	6	0.0251	1	0:00:00.135192
1671	8	8	0.0251	1	0:00:00.145398
1672	6	6	0.0251	1	0:00:00.141474
1673	2	6	0.0251	0	0:00:00.141023
1674	4	4	0.0251	1	0:00:00.141164
1675	5	7	0.0251	0	0:00:00.137726
1676	8	8	0.0251	1	0:00:00.141132
1677	1	1	0.0251	1	0:00:00.180158
1678	2	2	0.0251	1	0:00:00.146289
1679	7	7	0.0251	1	0:00:00.163661
1680	6	6	0.0251	1	0:00:00.158325
1681	5	6	0.00608	0	0:00:00.157963
1682	7	7	0.0251	1	0:00:00.147979
1683	8	8	0.0251	1	0:00:00.142637
1684	1	8	0.0251	0	0:00:00.139449
1685	8	6	0.0251	0	0:00:00.140061
1686	0	0	0.0251	1	0:00:00.158446
1687	8	0	0.0251	0	0:00:00.170120
1688	6	6	0.0251	1	0:00:00.144084
1689	9	0	0.0251	0	0:00:00.156427
1690	2	0	0.00881	0	0:00:00.149277
1691	8	8	0.0251	1	0:00:00.140949
1692	9	9	0.0251	1	0:00:00.145113
1693	4	4	0.0251	1	0:00:00.153835
1694	0	0	0.0251	1	0:00:00.162721
1695	9	9	0.0251	1	0:00:00.142282
1696	4	0	0.0251	0	0:00:00.169361
1697	9	9	0.0251	1	0:00:00.139067
1698	5	5	0.0251	1	0:00:00.141335
1699	7	7	0.0251	1	0:00:00.151300
1700	5	3	0.0251	0	0:00:00.149607
1701	5	5	0.0251	1	0:00:00.140078
1702	9	9	0.0251	1	0:00:00.140619
1703	5	5	0.0251	1	0:00:00.143324
1704	3	3	0.0251	1	0:00:00.142090
1705	0	0	0.0251	1	0:00:00.144193
1706	1	1	0.0251	1	0:00:00.146858
1707	9	9	0.0251	1	0:00:00.141499
1708	7	4	0.0251	0	0:00:00.143097
1709	2	6	0.0251	0	0:00:00.143079
1710	4	6	0.0251	0	0:00:00.152163
1711	1	1	0.0251	1	0:00:00.138242
1712	0	0	0.0251	1	0:00:00.139180
1713	8	8	0.0244	1	0:00:00.186994
1714	0	0	0.0251	1	0:00:00.139544
1715	3	3	0.0251	1	0:00:00.142268
1716	1	1	0.0251	1	0:00:00.143250
1717	7	7	0.0251	1	0:00:00.135857
1718	0	8	0.0251	0	0:00:00.136395
1719	0	0	0.0251	1	0:00:00.151615
1720	4	4	0.0251	1	0:00:00.138795
1721	8	4	0.00924	0	0:00:00.141208
1722	6	6	0.0251	1	0:00:00.140891
1723	2	3	0.0251	0	0:00:00.141723
1724	4	4	0.00908	1	0:00:00.146020
1725	0	0	0.0251	1	0:00:00.140751
1726	0	0	0.0251	1	0:00:00.143744
1727	9	1	0.0251	0	0:00:00.139257
1728	0	0	0.0251	1	0:00:00.145674
1729	8	8	0.0251	1	0:00:00.138166
1730	4	4	0.0251	1	0:00:00.146518
1731	5	3	0.0251	0	0:00:00.143616
1732	9	1	0.0251	0	0:00:00.150167
1733	3	3	0.0251	1	0:00:00.145345
1734	9	1	0.0251	0	0:00:00.160034
1735	0	0	0.0251	1	0:00:00.142663
1736	5	5	0.0233	1	0:00:00.143865
1737	6	6	0.0251	1	0:00:00.170210
1738	5	5	0.0251	1	0:00:00.143306
1739	0	8	0.0251	0	0:00:00.159461
1740	1	9	0.0183	0	0:00:00.156140
1741	4	3	0.0251	0	0:00:00.160758
1742	8	8	0.0251	1	0:00:00.151987
1743	1	1	0.0251	1	0:00:00.189279
1744	0	0	0.0251	1	0:00:00.149701
1745	5	5	0.0251	1	0:00:00.152488
1746	2	4	0.0251	0	0:00:00.147339
1747	1	1	0.0251	1	0:00:00.144689
1748	0	0	0.0251	1	0:00:00.157663
1749	2	2	0.0251	1	0:00:00.143927
1750	8	8	0.0251	1	0:00:00.145135
1751	1	1	0.0251	1	0:00:00.150107
1752	5	5	0.0251	1	0:00:00.140513
1753	6	6	0.0251	1	0:00:00.138644
1754	7	7	0.0251	1	0:00:00.137335
1755	7	7	0.0251	1	0:00:00.137229
1756	2	7	0.0108	0	0:00:00.146166
1757	6	6	0.0251	1	0:00:00.137480
1758	2	4	0.0251	0	0:00:00.142700
1759	5	0	0.0251	0	0:00:00.142276
1760	0	0	0.0251	1	0:00:00.139923
1761	1	1	0.0251	1	0:00:00.136134
1762	4	4	0.0251	1	0:00:00.142732
1763	2	2	0.0251	1	0:00:00.139843
1764	5	5	0.0251	1	0:00:00.135730
1765	4	5	0.0159	0	0:00:00.137788
1766	6	6	0.0251	1	0:00:00.140723
1767	2	6	0.0251	0	0:00:00.155033
1768	2	2	0.0251	1	0:00:00.166477
1769	1	1	0.0251	1	0:00:00.140235
1770	7	7	0.0251	1	0:00:00.139971
1771	2	2	0.0251	1	0:00:00.140294
1772	8	8	0.0251	1	0:00:00.142575
1773	5	3	0.0251	0	0:00:00.134749
1774	5	5	0.0251	1	0:00:00.146008
1775	3	3	0.0251	1	0:00:00.136406
1776	0	0	0.0251	1	0:00:00.176411
1777	4	4	0.0251	1	0:00:00.142429
1778	8	8	0.0251	1	0:00:00.141904
1779	3	5	0.0251	0	0:00:00.140850
1780	7	2	0.0251	0	0:00:00.176535
1781	6	6	0.0251	1	0:00:00.139881
1782	3	7	0.0164	0	0:00:00.140423
1783	8	8	0.0251	1	0:00:00.143147
1784	1	1	0.0251	1	0:00:00.138785
1785	0	0	0.0251	1	0:00:00.137687
1786	1	1	0.0251	1	0:00:00.139336
1787	3	0	0.0251	0	0:00:00.144930
1788	3	5	0.0251	0	0:00:00.143472
1789	0	0	0.0251	1	0:00:00.157543
1790	7	7	0.0251	1	0:00:00.145292
1791	4	6	0.0251	0	0:00:00.139918
1792	9	9	0.0251	1	0:00:00.137028
1793	5	5	0.0251	1	0:00:00.133581
1794	3	3	0.0251	1	0:00:00.137673
1795	6	6	0.0251	1	0:00:00.135899
1796	0	8	0.0251	0	0:00:00.162771
1797	1	1	0.0251	1	0:00:00.142440
1798	4	4	0.0251	1	0:00:00.138350
1799	4	4	0.0251	1	0:00:00.138992
1800	4	4	0.0251	1	0:00:00.164542
1801	4	4	0.0251	1	0:00:00.140990
1802	2	2	0.0251	1	0:00:00.148410
1803	2	5	0.0251	0	0:00:00.146839
1804	5	4	0.0251	0	0:00:00.138035
1805	8	8	0.0251	1	0:00:00.141559
1806	1	1	0.0251	1	0:00:00.137308
1807	5	3	0.0251	0	0:00:00.138705
1808	9	9	0.0251	1	0:00:00.138072
1809	8	8	0.0251	1	0:00:00.136862
1810	1	1	0.0251	1	0:00:00.139090
1811	1	1	0.0251	1	0:00:00.141570
1812	5	4	0.0251	0	0:00:00.141753
1813	3	3	0.0251	1	0:00:00.149991
1814	9	9	0.0251	1	0:00:00.158298
1815	9	9	0.0251	1	0:00:00.142444
1816	7	7	0.0251	1	0:00:00.140920
1817	6	6	0.0251	1	0:00:00.138541
1818	5	3	0.0251	0	0:00:00.134858
1819	0	0	0.0251	1	0:00:00.137650
1820	8	8	0.0251	1	0:00:00.139768
1821	4	4	0.0251	1	0:00:00.145111
1822	7	3	0.0251	0	0:00:00.137079
1823	0	5	0.0161	0	0:00:00.137474
1824	9	9	0.0251	1	0:00:00.138574
1825	2	2	0.0251	1	0:00:00.139563
1826	8	8	0.0251	1	0:00:00.153014
1827	4	4	0.0251	1	0:00:00.195248
1828	7	7	0.0251	1	0:00:00.157350
1829	1	8	0.0251	0	0:00:00.140238
1830	3	2	0.0251	0	0:00:00.139926
1831	9	9	0.0251	1	0:00:00.135264
1832	6	6	0.0251	1	0:00:00.146450
1833	8	8	0.0251	1	0:00:00.139486
1834	9	9	0.0251	1	0:00:00.143241
1835	0	4	0.0251	0	0:00:00.143838
1836	4	4	0.0251	1	0:00:00.158164
1837	9	9	0.0251	1	0:00:00.151125
1838	6	4	0.00297	0	0:00:00.141433
1839	7	7	0.0251	1	0:00:00.135813
1840	8	8	0.0251	1	0:00:00.142643
1841	9	8	0.0205	0	0:00:00.137060
1842	4	4	0.0251	1	0:00:00.136672
1843	8	8	0.0251	1	0:00:00.135662
1844	9	9	0.0251	1	0:00:00.138541
1845	7	4	0.0251	0	0:00:00.137887
1846	2	2	0.0251	1	0:00:00.140564
1847	5	5	0.0251	1	0:00:00.134716
1848	3	3	0.0251	1	0:00:00.139544
1849	7	7	0.0251	1	0:00:00.142625
1850	1	0	0.0251	0	0:00:00.142815
1851	0	0	0.0251	1	0:00:00.144100
1852	2	8	0.0251	0	0:00:00.143174
1853	9	9	0.0251	1	0:00:00.141911
1854	5	5	0.0251	1	0:00:00.137029
1855	5	5	0.0251	1	0:00:00.137763
1856	8	8	0.0251	1	0:00:00.140815
1857	5	5	0.0251	1	0:00:00.135857
1858	4	7	0.0251	0	0:00:00.138048
1859	2	2	0.0251	1	0:00:00.137582
1860	8	8	0.0251	1	0:00:00.134104
1861	3	3	0.0251	1	0:00:00.134821
1862	5	4	0.0251	0	0:00:00.134913
1863	5	5	0.0251	1	0:00:00.137849
1864	7	7	0.0251	1	0:00:00.139452
1865	7	7	0.0251	1	0:00:00.140801
1866	8	8	0.0251	1	0:00:00.142146
1867	6	6	0.0251	1	0:00:00.138168
1868	2	4	0.0251	0	0:00:00.140070
1869	8	8	0.0251	1	0:00:00.138097
1870	2	2	0.0251	1	0:00:00.146763
1871	3	3	0.0251	1	0:00:00.142379
1872	5	5	0.0251	1	0:00:00.143931
1873	6	6	0.0251	1	0:00:00.140449
1874	8	8	0.0251	1	0:00:00.137171
1875	0	0	0.0251	1	0:00:00.137936
1876	2	2	0.0251	1	0:00:00.140146
1877	3	3	0.0251	1	0:00:00.162570
1878	7	7	0.0251	1	0:00:00.138840
1879	0	0	0.0251	1	0:00:00.140113
1880	1	1	0.0251	1	0:00:00.144559
1881	9	9	0.0251	1	0:00:00.150633
1882	1	1	0.0251	1	0:00:00.136898
1883	3	5	0.0251	0	0:00:00.137969
1884	7	6	0.0213	0	0:00:00.137941
1885	5	3	0.0251	0	0:00:00.148442
1886	8	3	0.0251	0	0:00:00.141145
1887	3	3	0.0251	1	0:00:00.140830
1888	2	2	0.0251	1	0:00:00.138969
1889	9	9	0.0251	1	0:00:00.151431
1890	6	4	0.0251	0	0:00:00.138349
1891	8	8	0.0251	1	0:00:00.138584
1892	6	6	0.0251	1	0:00:00.139653
1893	9	9	0.0251	1	0:00:00.146727
1894	3	3	0.0251	1	0:00:00.140445
1895	8	0	0.0251	0	0:00:00.137729
1896	9	9	0.0251	1	0:00:00.140687
1897	8	8	0.0251	1	0:00:00.140205
1898	0	1	0.0251	0	0:00:00.135330
1899	7	7	0.0251	1	0:00:00.134311
1900	8	8	0.0251	1	0:00:00.162843
1901	5	5	0.0251	1	0:00:00.137406
1902	0	0	0.0251	1	0:00:00.136439
1903	0	0	0.0251	1	0:00:00.137721
1904	1	1	0.0251	1	0:00:00.139844
1905	3	6	0.0251	0	0:00:00.138433
1906	9	9	0.0251	1	0:00:00.142908
1907	1	1	0.0251	1	0:00:00.149994
1908	5	5	0.0251	1	0:00:00.142482
1909	3	6	0.0251	0	0:00:00.165649
1910	4	4	0.0251	1	0:00:00.202965
1911	4	4	0.0251	1	0:00:00.191214
1912	0	0	0.0251	1	0:00:00.165265
1913	9	9	0.0251	1	0:00:00.149312
1914	9	9	0.0251	1	0:00:00.143938
1915	9	9	0.0251	1	0:00:00.151065
1916	9	9	0.0251	1	0:00:00.171442
1917	8	8	0.0251	1	0:00:00.159644
1918	2	2	0.0251	1	0:00:00.170283
1919	4	4	0.00392	1	0:00:00.192111
1920	2	2	0.0251	1	0:00:00.221730
1921	2	5	0.0251	0	0:00:00.176420
1922	5	5	0.0251	1	0:00:00.177216
1923	1	1	0.0251	1	0:00:00.155448
1924	9	3	0.0251	0	0:00:00.148150
1925	1	1	0.0251	1	0:00:00.160266
1926	0	0	0.0251	1	0:00:00.139954
1927	9	9	0.0251	1	0:00:00.144350
1928	4	4	0.0251	1	0:00:00.135632
1929	2	4	0.0251	0	0:00:00.136817
1930	1	1	0.0251	1	0:00:00.144381
1931	6	6	0.0251	1	0:00:00.146420
1932	0	0	0.0251	1	0:00:00.142108
1933	3	3	0.0251	1	0:00:00.139960
1934	7	7	0.0114	1	0:00:00.148972
1935	6	4	0.0251	0	0:00:00.157598
1936	3	3	0.0251	1	0:00:00.164404
1937	1	1	0.0251	1	0:00:00.155059
1938	8	0	0.0251	0	0:00:00.157952
1939	6	3	0.0251	0	0:00:00.151765
1940	5	5	0.0251	1	0:00:00.164970
1941	7	7	0.0251	1	0:00:00.140218
1942	2	4	0.0244	0	0:00:00.139292
1943	8	8	0.0251	1	0:00:00.163008
1944	4	4	0.0251	1	0:00:00.145060
1945	4	7	0.0251	0	0:00:00.144132
1946	8	8	0.0251	1	0:00:00.162820
1947	3	3	0.0251	1	0:00:00.142940
1948	5	5	0.0251	1	0:00:00.136009
1949	0	0	0.0251	1	0:00:00.137689
1950	5	2	0.0251	0	0:00:00.137551
1951	7	7	0.0251	1	0:00:00.136298
1952	4	4	0.0251	1	0:00:00.147856
1953	4	4	0.0251	1	0:00:00.148833
1954	2	4	0.0251	0	0:00:00.140825
1955	2	2	0.0251	1	0:00:00.136028
1956	7	7	0.0251	1	0:00:00.142538
1957	3	7	0.0112	0	0:00:00.153256
1958	6	6	0.0251	1	0:00:00.176213
1959	0	0	0.0251	1	0:00:00.136021
1960	2	2	0.0251	1	0:00:00.147263
1961	7	7	0.0251	1	0:00:00.157507
1962	6	6	0.0251	1	0:00:00.141710
1963	2	2	0.0251	1	0:00:00.139100
1964	3	3	0.0251	1	0:00:00.141857
1965	0	0	0.0251	1	0:00:00.139667
1966	7	7	0.0251	1	0:00:00.138384
1967	7	7	0.0251	1	0:00:00.138933
1968	8	8	0.0251	1	0:00:00.139930
1969	1	9	0.0251	0	0:00:00.147454
1970	1	1	0.0251	1	0:00:00.147890
1971	4	4	0.0251	1	0:00:00.141476
1972	6	6	0.0251	1	0:00:00.138963
1973	0	0	0.0251	1	0:00:00.138849
1974	6	6	0.0251	1	0:00:00.148362
1975	6	6	0.0251	1	0:00:00.143297
1976	5	5	0.0251	1	0:00:00.141227
1977	5	5	0.0251	1	0:00:00.139080
1978	6	6	0.0251	1	0:00:00.137233
1979	3	3	0.0251	1	0:00:00.138705
1980	9	9	0.0251	1	0:00:00.148284
1981	3	3	0.0251	1	0:00:00.139584
1982	6	6	0.0251	1	0:00:00.136493
1983	8	2	0.0251	0	0:00:00.138174
1984	7	7	0.0251	1	0:00:00.137005
1985	6	6	0.0251	1	0:00:00.140723
1986	4	6	0.0251	0	0:00:00.136966
1987	9	9	0.0251	1	0:00:00.141795
1988	5	5	0.0251	1	0:00:00.137173
1989	6	4	0.0251	0	0:00:00.149500
1990	4	4	0.0251	1	0:00:00.134638
1991	1	1	0.0251	1	0:00:00.139781
1992	6	6	0.0251	1	0:00:00.150204
1993	3	2	0.0251	0	0:00:00.141260
1994	8	8	0.0251	1	0:00:00.137467
1995	2	2	0.0251	1	0:00:00.147192
1996	3	5	0.0251	0	0:00:00.135978
1997	9	9	0.0251	1	0:00:00.135589
1998	8	3	0.00759	0	0:00:00.135701
1999	5	5	0.0251	1	0:00:00.140513
2000	1	1	0.0251	1	0:00:00.138764
2001	5	4	0.0251	0	0:00:00.135510
2002	4	2	0.00416	0	0:00:00.162906
2003	5	5	0.0251	1	0:00:00.175072
2004	7	7	0.0251	1	0:00:00.159839
2005	5	2	0.0251	0	0:00:00.160969
2006	7	7	0.0251	1	0:00:00.156323
2007	8	8	0.0251	1	0:00:00.153124
2008	9	9	0.0251	1	0:00:00.135537
2009	1	1	0.0251	1	0:00:00.138208
2010	7	7	0.0251	1	0:00:00.132135
2011	2	4	0.0251	0	0:00:00.132339
2012	5	5	0.0251	1	0:00:00.138145
2013	6	6	0.0251	1	0:00:00.132640
2014	8	8	0.0251	1	0:00:00.146651
2015	4	4	0.0251	1	0:00:00.167953
2016	6	6	0.0251	1	0:00:00.142061
2017	5	5	0.0251	1	0:00:00.156838
2018	3	6	0.0251	0	0:00:00.147148
2019	9	7	0.0251	0	0:00:00.146926
2020	9	9	0.0251	1	0:00:00.137371
2021	8	8	0.0251	1	0:00:00.137453
2022	5	3	0.0133	0	0:00:00.135582
2023	5	6	0.0204	0	0:00:00.140036
2024	6	6	0.0251	1	0:00:00.139726
2025	4	4	0.0251	1	0:00:00.135032
2026	5	3	0.0251	0	0:00:00.141682
2027	9	9	0.0251	1	0:00:00.140024
2028	7	7	0.0251	1	0:00:00.136908
2029	3	5	0.0251	0	0:00:00.143891
2030	4	4	0.0251	1	0:00:00.136214
2031	1	1	0.0251	1	0:00:00.155736
2032	4	5	0.0195	0	0:00:00.162094
2033	2	2	0.0251	1	0:00:00.137934
2034	3	4	0.0251	0	0:00:00.178802
2035	6	4	0.0251	0	0:00:00.147463
2036	5	5	0.0251	1	0:00:00.138125
2037	5	5	0.0251	1	0:00:00.136040
2038	2	5	0.0251	0	0:00:00.149226
2039	8	8	0.0251	1	0:00:00.151549
2040	0	0	0.0251	1	0:00:00.154532
2041	0	0	0.0251	1	0:00:00.149795
2042	1	1	0.0251	1	0:00:00.151373
2043	8	8	0.0251	1	0:00:00.144561
2044	3	3	0.0251	1	0:00:00.155323
2045	1	1	0.0251	1	0:00:00.161940
2046	3	3	0.0251	1	0:00:00.153747
2047	5	5	0.0228	1	0:00:00.165040
2048	8	8	0.0251	1	0:00:00.188118
2049	3	3	0.0251	1	0:00:00.171360
2050	8	8	0.0251	1	0:00:00.159104
2051	5	5	0.0251	1	0:00:00.147481
2052	8	8	0.0251	1	0:00:00.145723
2053	6	6	0.0251	1	0:00:00.151879
2054	3	3	0.0251	1	0:00:00.140567
2055	5	5	0.0251	1	0:00:00.140363
2056	5	5	0.0251	1	0:00:00.138639
2057	5	5	0.0251	1	0:00:00.152191
2058	0	0	0.0251	1	0:00:00.137535
2059	9	8	0.0251	0	0:00:00.145351
2060	5	5	0.0251	1	0:00:00.139777
2061	5	4	0.0251	0	0:00:00.136626
2062	7	7	0.0251	1	0:00:00.137662
2063	1	1	0.0251	1	0:00:00.145261
2064	8	8	0.0251	1	0:00:00.151310
2065	2	4	0.0251	0	0:00:00.141911
2066	2	4	0.0251	0	0:00:00.136727
2067	7	-1	0.0	0	0:00:00.149315
2068	3	3	0.0251	1	0:00:00.139748
2069	4	4	0.0121	1	0:00:00.146064
2070	2	2	0.0251	1	0:00:00.142746
2071	9	9	0.0251	1	0:00:00.144119
2072	6	6	0.0251	1	0:00:00.216713
2073	2	2	0.0251	1	0:00:00.208604
2074	2	2	0.0251	1	0:00:00.150630
2075	4	4	0.0251	1	0:00:00.138343
2076	3	3	0.0251	1	0:00:00.142411
2077	0	0	0.0251	1	0:00:00.159610
2078	2	6	0.0251	0	0:00:00.169580
2079	0	0	0.0251	1	0:00:00.161932
2080	1	1	0.0251	1	0:00:00.188115
2081	3	6	0.0251	0	0:00:00.174760
2082	2	2	0.0251	1	0:00:00.188941
2083	2	2	0.0251	1	0:00:00.152474
2084	7	7	0.0251	1	0:00:00.158098
2085	0	0	0.0251	1	0:00:00.148299
2086	1	1	0.0251	1	0:00:00.133742
2087	0	0	0.0251	1	0:00:00.135038
2088	7	7	0.0251	1	0:00:00.141207
2089	7	7	0.0251	1	0:00:00.142732
2090	2	2	0.0251	1	0:00:00.137570
2091	0	0	0.0251	1	0:00:00.138160
2092	1	1	0.0251	1	0:00:00.136512
2093	6	6	0.0251	1	0:00:00.140157
2094	5	5	0.0251	1	0:00:00.145633
2095	0	0	0.0251	1	0:00:00.147734
2096	2	9	0.0251	0	0:00:00.139349
2097	2	2	0.0251	1	0:00:00.137517
2098	0	0	0.0251	1	0:00:00.141326
2099	1	1	0.0251	1	0:00:00.147819
2100	2	2	0.0251	1	0:00:00.139179
2101	6	6	0.0251	1	0:00:00.137316
2102	0	0	0.0251	1	0:00:00.145829
2103	1	1	0.0251	1	0:00:00.139081
2104	6	6	0.0251	1	0:00:00.135720
2105	6	6	0.0251	1	0:00:00.136905
2106	5	5	0.0251	1	0:00:00.135634
2107	3	3	0.0251	1	0:00:00.136681
2108	4	4	0.0251	1	0:00:00.136823
2109	0	8	0.0251	0	0:00:00.134047
2110	0	0	0.0251	1	0:00:00.147961
2111	9	1	0.0251	0	0:00:00.138001
2112	1	1	0.0251	1	0:00:00.133798
2113	0	0	0.0251	1	0:00:00.138475
2114	2	2	0.0251	1	0:00:00.141912
2115	5	5	0.0251	1	0:00:00.151845
2116	9	9	0.0251	1	0:00:00.142149
2117	7	7	0.0251	1	0:00:00.144646
2118	8	8	0.0251	1	0:00:00.139242
2119	6	6	0.0251	1	0:00:00.139050
2120	4	4	0.0251	1	0:00:00.160393
2121	6	6	0.0251	1	0:00:00.157580
2122	0	0	0.0251	1	0:00:00.144882
2123	2	2	0.0251	1	0:00:00.154028
2124	0	0	0.0251	1	0:00:00.151829
2125	1	2	0.0251	0	0:00:00.137703
2126	9	9	0.0251	1	0:00:00.163625
2127	2	4	0.0251	0	0:00:00.157399
2128	4	6	0.0251	0	0:00:00.165208
2129	9	9	0.0251	1	0:00:00.149903
2130	0	2	0.0251	0	0:00:00.191543
2131	7	7	0.0251	1	0:00:00.159070
2132	2	6	0.00636	0	0:00:00.146956
2133	3	3	0.0251	1	0:00:00.166305
2134	4	4	0.0251	1	0:00:00.154492
2135	8	8	0.0251	1	0:00:00.158290
2136	0	1	0.0251	0	0:00:00.148433
2137	2	2	0.0251	1	0:00:00.148994
2138	6	6	0.0251	1	0:00:00.148853
2139	8	8	0.0251	1	0:00:00.141552
2140	9	9	0.0251	1	0:00:00.149773
2141	7	5	0.0251	0	0:00:00.141021
2142	1	1	0.0251	1	0:00:00.142941
2143	9	9	0.0251	1	0:00:00.140878
2144	3	3	0.00695	1	0:00:00.149649
2145	7	4	0.0251	0	0:00:00.160985
2146	2	2	0.0251	1	0:00:00.147158
2147	7	7	0.0251	1	0:00:00.135048
2148	9	9	0.0251	1	0:00:00.136744
2149	6	6	0.0251	1	0:00:00.143338
2150	9	9	0.0251	1	0:00:00.145331
2151	5	3	0.0161	0	0:00:00.137249
2152	7	7	0.0251	1	0:00:00.138185
